"","facebook_alphas","facebook_gammas","facebook_thetas","instagram_alphas","instagram_gammas","instagram_thetas","print_media_alphas","print_media_gammas","print_media_thetas","radio_alphas","radio_gammas","radio_thetas","tv_alphas","tv_gammas","tv_thetas","youtube_alphas","youtube_gammas","youtube_thetas","train_size","tv_inflexion","youtube_inflexion","facebook_inflexion","instagram_inflexion","print_media_inflexion","radio_inflexion","tv_inflation","youtube_inflation","facebook_inflation","instagram_inflation","print_media_inflation","radio_inflation","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","pos","Elapsed","ElapsedAccum","solID","trial","iterNG","iterPar","iterations","coef0","mape.qt10","robynPareto","error_score"
"1",1.98202923325,0.58424338159,0.25584852306,1.7514167265,0.65851228112,0.249639368515,1.93508749575,0.80499137605,0.49654919186,1.3471347205,0.66020016403,0.534645676385,1.835435262,0.69152145669,0.631291861295,1.71477961025,0.61076449453,0.42591910012,1,291436212.652426,81820035.4382658,32743133.9179196,15119786.4325983,22856286.8877605,68010432.5793393,2.69183488003111,1.73622536498974,1.3423141862358,1.33091453593998,1.97701985025686,2.12044312574259,0.034845872352401,NA,NA,0.17101313295651,NA,NA,0.17101313295651,0.414358308769331,0,23913706.3578831,0.3952036038,60500580.1432401,1e-04,0,0.0800318717956543,0.0800318717956543,"1_1_1",1,1,1,1,TRUE,TRUE,12,0.324241421129992
"2",1.190627225,0.75854272611,0.21182193304,1.5307068285,0.64213649372,0.28060773346,1.991632914,0.69317867267,0.448529568635,1.67778909775,0.57117444942,0.35248179137,1.97465859525,0.42363507219,0.650149145195,1.46665594275,0.50716906266,0.444428213505,1,187713349.369447,69925926.9225104,40464826.2184936,15319192.5568157,18048414.7146729,43350214.2769346,2.83510782656123,1.79354917675906,1.26765116276029,1.38788345899587,1.8063709831944,1.53422167851807,0.0127382101139341,NA,NA,0.172960643156838,NA,NA,0.172960643156838,0.364952605583877,0,29700410.3221215,0.4908602517,60500580.1432401,1e-04,0,0.0467631816864014,0.136302709579468,"1_1_2",1,1,2,2,TRUE,TRUE,10,0.325924889519296
"3",2.6102667695,0.79654591322,0.36109092158,1.474268538,0.79420753298,0.23798257879,1.7420353035,0.57903756594,0.432309642185,2.664442167,0.64652444988,0.35466089249,1.9373516685,0.77617718407,0.6390325272,1.6431689645,0.59425968817,0.360176590805,1,333814987.369773,72292741.0189455,51000342.0583119,17981332.2123942,14665125.9637285,49223438.6594323,2.74885744981556,1.55914781113513,1.56225329893812,1.3106632244763,1.75519620406855,1.53930749913681,-0.0253701086275289,NA,NA,0.176267178795238,NA,NA,0.176267178795238,0.500345558609665,0,48220405.2007793,0.7970035485,60500580.1432401,1e-04,0,0.0654699802398682,0.219107866287231,"1_2_1",1,2,1,3,TRUE,TRUE,24,0.345696833551729
"4",0.7885876845,0.44245094472,0.238774459655,0.928944824,0.43235730333,0.263000657155,1.74265767725,0.70160322944,0.42293726417,1.63085671725,0.56105182803,0.467443578835,1.846821938,0.575452226,0.687310624515,1.201421423,0.9190295118,0.467046877475,1,283608869.079273,131386181.469898,24317086.8099192,10090638.9154546,17493532.5877819,51072948.4006611,3.1673210738809,1.86893359640491,1.31233858874124,1.35491022081592,1.72692614126648,1.85829226704479,-0.00847052546412286,NA,NA,0.174808574761513,NA,NA,0.174808574761513,0.544407971309355,0,38118915.2245967,0.6300216749,60500580.1432401,1e-04,0,0.0498299598693848,0.278643846511841,"1_2_2",1,2,2,4,TRUE,TRUE,24,0.34721354414341
"5",1.9332080005,0.62918703839,0.2794628545,1.85724233575,0.43780873792,0.21577070869,1.354886442,0.74401805896,0.45193896179,1.66723505875,0.76924388126,0.39947916207,1.64383686375,0.7752061916,0.635175245765,2.23117687875,0.5405101391,0.359379219755,1,330028783.421832,65680618.3245158,36258891.5771249,9655988.83701868,19487027.1485152,62631174.4016378,2.72014350031551,1.55722098165591,1.38610140065174,1.27373176458797,1.8175096413985,1.65195502942057,0.0192237150581714,NA,NA,0.17239160188617,NA,NA,0.17239160188617,0.519682561376184,0,27773063.5891428,0.4590004004,60500580.1432401,1e-04,0,0.0686900615692139,0.36385178565979,"1_3_1",1,3,1,5,TRUE,TRUE,16,0.338180129483777
"6",1.82521642225,0.84753671084,0.29706437998,1.72435599525,0.60199759702,0.30234644731,1.88240082675,0.65632081506,0.46662873269,1.4085752215,0.4740742115,0.433329447805,1.23248863075,0.81217915938,0.684182649735,1.67316086675,0.63810247107,0.35365625401,1,396542274.200469,76923275.5845349,49902630.5653264,14766409.2251553,17640825.393261,40740578.7971911,3.13638654715306,1.54352979000274,1.42064315842798,1.43087451366781,1.86711548769407,1.74863948245265,0.0896105301770304,NA,NA,0.166090479928313,NA,NA,0.166090479928313,0.383124415951208,0,15914648.4465153,0.2629758156,60500580.1432401,1e-04,0,0.0539910793304443,0.428355693817139,"1_3_2",1,3,2,6,TRUE,TRUE,7,0.309242765689387
"7",1.29048120775,0.52094534525,0.345339642435,2.017692808,0.73809673551,0.39569984115,1.11585995475,0.65018414291,0.456094753465,2.38416643125,0.72109124484,0.48327689021,1.303993499,0.57794826255,0.71529259395,1.56466047725,0.78319278469,0.28753135279,1,310951652.701717,86461440.4974494,32645008.5924547,20601105.2433558,17153371.2730008,67496582.3669251,3.47382165269663,1.40116337244463,1.5248606931998,1.65035539265208,1.83127396974741,1.91401844024142,0.0266650710650341,NA,NA,0.171736371000722,NA,NA,0.171736371000722,0.451019646934428,0,26021254.2031291,0.4300422552,60500580.1432401,1e-04,0,0.0571250915527344,0.50180983543396,"1_4_1",1,4,1,7,TRUE,TRUE,14,0.329242351942016
"8",2.25668975825,0.9409729788,0.331174844655,1.76163510425,0.65929713323,0.25912524915,2.071935581,0.6916991001,0.45821732311,1.582293581,0.63328761403,0.413419943925,1.50755079425,0.47575491185,0.65283268203,1.18331001025,0.80470801535,0.31751123986,1,212359266.385881,92365931.994636,57866354.6772443,15313950.0056392,18316751.9479538,52702279.4606996,2.85674568166864,1.46231893428014,1.49273029503633,1.34786176892685,1.83838483012161,1.69044407410259,-0.0366548365269443,NA,NA,0.177234480358224,NA,NA,0.177234480358224,0.333497933273757,0,58918989.2859688,0.9738556386,60500580.1432401,1e-04,0,0.0505690574645996,0.561667919158936,"1_4_2",1,4,2,8,TRUE,FALSE,NA,0.335506410752319
"9",1.779889065,0.80591525586,0.348896292665,2.714048929,0.59489785136,0.231385268525,2.2170682705,0.70567168607,0.58639439437,1.40169421525,0.63229411215,0.31228805625,1.9686032835,0.89442065102,0.705354226805,1.727668853,0.63335763797,0.29974947675,1,466082711.679513,71026474.5851186,50745711.3504585,13363482.2688638,24079731.8014145,45371738.193251,3.35839547193651,1.42545954037499,1.53314670874771,1.29947236496866,2.40147569269785,1.44610349580345,-0.0112638036948842,NA,NA,0.175050501185662,NA,NA,0.175050501185662,0.420930116347873,0,39380300.2282279,0.650872899,60500580.1432401,1e-04,0,0.0511510372161865,0.628391742706299,"1_5_1",1,5,1,9,TRUE,TRUE,17,0.335144070949222
"10",1.1813520065,0.6664561817,0.369029110475,1.1555293385,0.50100280242,0.25843263786,1.74043772075,0.72206668098,0.517327745145,1.5821766105,0.52257115482,0.44947167674,1.682261834,0.64809186986,0.65999733603,1.28255651375,0.82092038145,0.46091107476,1,295079042.346952,116198768.062915,43146162.9327391,11627258.6084575,21335072.4760023,46129780.6857267,2.9161672231224,1.84786719958955,1.58180157466341,1.34660978438307,2.0612798278273,1.79885988106445,0.0574171272954395,NA,NA,0.169001632276832,NA,NA,0.169001632276832,0.489518889088305,0,19994250.9385509,0.3304133589,60500580.1432401,1e-04,0,0.0547420978546143,0.69245171546936,"1_5_2",1,5,2,10,TRUE,TRUE,10,0.326232474902705
