"","rn","coef","xDecompAgg","xDecompPerc","xDecompMeanNon0","xDecompMeanNon0Perc","xDecompAggRF","xDecompPercRF","xDecompMeanNon0RF","xDecompMeanNon0PercRF","pos","spend_share","spend_share_refresh","mean_spend","total_spend","mean_exposure","mean_exposure_refresh","effect_share","effect_share_refresh","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","solID","trial","iterNG","iterPar","iterations","robynPareto","mean_response","mean_spend_adstocked","mean_carryover","roi_mean","roi_total","cpa_mean","cpa_total"
"1","(Intercept)",1939157.1117831,302508509.438163,0.813701161259163,1939157.1117831,0.799491659316173,302508509.438163,0.813701161259163,1939157.1117831,0.799491659316173,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.034845872352401,NA,NA,0.17101313295651,NA,NA,0.17101313295651,0.414358308769331,0,23913706.3578831,0.3952036038,60500580.1432401,1e-04,"1_1_1",1,1,1,1,11,NA,NA,NA,NA,NA,NA,NA
"2","trend",0.0275535839208879,10241266.8945037,0.0275474259560494,65649.146759639,0.0270663707219127,10241266.8945037,0.0275474259560494,65649.146759639,0.0270663707219127,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.034845872352401,NA,NA,0.17101313295651,NA,NA,0.17101313295651,0.414358308769331,0,23913706.3578831,0.3952036038,60500580.1432401,1e-04,"1_1_1",1,1,1,1,11,NA,NA,NA,NA,NA,NA,NA
"3","season",0.0249533328879912,5200.11905221305,1.39875169770608e-05,33.3340964885452,1.37432557431754e-05,5200.11905221305,1.39875169770608e-05,33.3340964885452,1.37432557431754e-05,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.034845872352401,NA,NA,0.17101313295651,NA,NA,0.17101313295651,0.414358308769331,0,23913706.3578831,0.3952036038,60500580.1432401,1e-04,"1_1_1",1,1,1,1,11,NA,NA,NA,NA,NA,NA,NA
"4","holiday",0.010423402688776,-1073.22889865204,-2.8868199534353e-06,-23.3310630141749,-9.61912274640864e-06,-1073.22889865204,-2.8868199534353e-06,-23.3310630141749,-9.61912274640864e-06,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.034845872352401,NA,NA,0.17101313295651,NA,NA,0.17101313295651,0.414358308769331,0,23913706.3578831,0.3952036038,60500580.1432401,1e-04,"1_1_1",1,1,1,1,11,NA,NA,NA,NA,NA,NA,NA
"5","cpi",2746.64248567628,56055273.9349227,0.150780027908176,359328.679070017,0.14814698619516,56055273.9349227,0.150780027908176,359328.679070017,0.14814698619516,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.034845872352401,NA,NA,0.17101313295651,NA,NA,0.17101313295651,0.414358308769331,0,23913706.3578831,0.3952036038,60500580.1432401,1e-04,"1_1_1",1,1,1,1,11,NA,NA,NA,NA,NA,NA,NA
"6","gdp_growth",-8557.85673476534,-6610072.60152158,-0.0177800742261928,0,0,-6610072.60152158,-0.0177800742261928,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.034845872352401,NA,NA,0.17101313295651,NA,NA,0.17101313295651,0.414358308769331,0,23913706.3578831,0.3952036038,60500580.1432401,1e-04,"1_1_1",1,1,1,1,11,NA,NA,NA,NA,NA,NA,NA
"7","festival",6115.7364300634,1467395.48250748,0.00394706717626024,9406.38129812486,0.00387814032524851,1467395.48250748,0.00394706717626024,9406.38129812486,0.00387814032524851,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.034845872352401,NA,NA,0.17101313295651,NA,NA,0.17101313295651,0.414358308769331,0,23913706.3578831,0.3952036038,60500580.1432401,1e-04,"1_1_1",1,1,1,1,11,NA,NA,NA,NA,NA,NA,NA
"8","trade_spend",0.00318417917507778,1930471.18188923,0.00519266927531409,12374.8152685207,0.00510199072197063,1930471.18188923,0.00519266927531409,12374.8152685207,0.00510199072197063,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.034845872352401,NA,NA,0.17101313295651,NA,NA,0.17101313295651,0.414358308769331,0,23913706.3578831,0.3952036038,60500580.1432401,1e-04,"1_1_1",1,1,1,1,11,NA,NA,NA,NA,NA,NA,NA
"9","tv",34506.7549959495,1693961.56920046,0.00455649495132159,10858.7280076953,0.00447692578398276,1693961.56920046,0.00455649495132159,10858.7280076953,0.00447692578398276,TRUE,0.427663895273359,0.427663895273359,75138280.16671,11721571706.0068,NA,NA,0.274477363793407,0.274477363793407,1,0.034845872352401,NA,NA,0.17101313295651,NA,NA,0.17101313295651,0.414358308769331,0,23913706.3578831,0.3952036038,60500580.1432401,1e-04,"1_1_1",1,1,1,1,11,NA,NA,NA,NA,0.000144516589727672,NA,6919.62079844542
"10","youtube",8594.00954516606,506868.333457926,0.00136339751997793,3249.15598370465,0.00133958877958088,506868.333457926,0.00136339751997793,3249.15598370465,0.00133958877958088,TRUE,0.218918331776074,0.218918331776074,38462790.8233994,6000195368.4503,NA,NA,0.0821293035730169,0.0821293035730169,1,0.034845872352401,NA,NA,0.17101313295651,NA,NA,0.17101313295651,0.414358308769331,0,23913706.3578831,0.3952036038,60500580.1432401,1e-04,"1_1_1",1,1,1,1,11,NA,NA,NA,NA,8.44753049414184e-05,NA,11837.7791082669
"11","facebook",18521.2539498793,1219029.92844462,0.00327900220138378,7814.29441310656,0.00322174163648606,1219029.92844462,0.00327900220138378,7814.29441310656,0.00322174163648606,TRUE,0.131526640964638,0.131526640964638,23108533.8449492,3604931279.81207,NA,NA,0.197522852482818,0.197522852482818,1,0.034845872352401,NA,NA,0.17101313295651,NA,NA,0.17101313295651,0.414358308769331,0,23913706.3578831,0.3952036038,60500580.1432401,1e-04,"1_1_1",1,1,1,1,11,NA,NA,NA,NA,0.000338156218197916,NA,2957.21310502332
"12","instagram",22397.2160841069,1478879.84795751,0.00397795834530659,9479.99902536864,0.00390849204793853,1478879.84795751,0.00397795834530659,9479.99902536864,0.00390849204793853,TRUE,0.0569363304516785,0.0569363304516785,10003411.5491748,1560532201.67127,NA,NA,0.23962706676171,0.23962706676171,1,0.034845872352401,NA,NA,0.17101313295651,NA,NA,0.17101313295651,0.414358308769331,0,23913706.3578831,0.3952036038,60500580.1432401,1e-04,"1_1_1",1,1,1,1,11,NA,NA,NA,NA,0.000947676598005274,NA,1055.21229721707
"13","print_media",37027.5714161443,1272849.64906882,0.00342376893621676,8159.29262223603,0.00336398033854998,1272849.64906882,0.00342376893621676,8159.29262223603,0.00336398033854998,TRUE,0.0349662368377819,0.0349662368377819,6143382.52288855,958367673.570613,NA,NA,0.206243413389049,0.206243413389049,1,0.034845872352401,NA,NA,0.17101313295651,NA,NA,0.17101313295651,0.414358308769331,0,23913706.3578831,0.3952036038,60500580.1432401,1e-04,"1_1_1",1,1,1,1,11,NA,NA,NA,NA,0.00132814334641165,NA,752.930775658953
"14","radio",0,0,0,0,0,0,0,0,0,TRUE,0.12998856469647,0.12998856469647,22838301.9950487,3562775111.22759,NA,NA,0,0,1,0.034845872352401,NA,NA,0.17101313295651,NA,NA,0.17101313295651,0.414358308769331,0,23913706.3578831,0.3952036038,60500580.1432401,1e-04,"1_1_1",1,1,1,1,11,NA,NA,NA,NA,0,NA,Inf
"15","(Intercept)",2010545.35139538,313645074.817679,0.843656801841243,2010545.35139538,0.83146621336525,313645074.817679,0.843656801841243,2010545.35139538,0.83146621336525,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0127382101139341,NA,NA,0.172960643156838,NA,NA,0.172960643156838,0.364952605583877,0,29700410.3221215,0.4908602517,60500580.1432401,1e-04,"1_1_2",1,1,2,2,11,NA,NA,NA,NA,NA,NA,NA
"16","trend",0.0224439511276583,8342090.60881174,0.0224389351173172,53474.9398000753,0.0221146992156357,8342090.60881174,0.0224389351173172,53474.9398000753,0.0221146992156357,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0127382101139341,NA,NA,0.172960643156838,NA,NA,0.172960643156838,0.364952605583877,0,29700410.3221215,0.4908602517,60500580.1432401,1e-04,"1_1_2",1,1,2,2,11,NA,NA,NA,NA,NA,NA,NA
"17","season",0.0204735834866999,4266.56719702156,1.14764066943259e-05,27.3497897244972,1.1310576049817e-05,4266.56719702156,1.14764066943259e-05,27.3497897244972,1.1310576049817e-05,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0127382101139341,NA,NA,0.172960643156838,NA,NA,0.172960643156838,0.364952605583877,0,29700410.3221215,0.4908602517,60500580.1432401,1e-04,"1_1_2",1,1,2,2,11,NA,NA,NA,NA,NA,NA,NA
"18","holiday",0.0085154819028174,-876.782902563396,-2.35841056938549e-06,-19.0604978818129,-7.88251803802798e-06,-876.782902563396,-2.35841056938549e-06,-19.0604978818129,-7.88251803802798e-06,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0127382101139341,NA,NA,0.172960643156838,NA,NA,0.172960643156838,0.364952605583877,0,29700410.3221215,0.4908602517,60500580.1432401,1e-04,"1_1_2",1,1,2,2,11,NA,NA,NA,NA,NA,NA,NA
"19","cpi",2238.63683129005,45687562.7145459,0.122892486247651,292868.99175991,0.121116726574562,45687562.7145459,0.122892486247651,292868.99175991,0.121116726574562,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0127382101139341,NA,NA,0.172960643156838,NA,NA,0.172960643156838,0.364952605583877,0,29700410.3221215,0.4908602517,60500580.1432401,1e-04,"1_1_2",1,1,2,2,11,NA,NA,NA,NA,NA,NA,NA
"20","gdp_growth",-7059.57455439418,-5452802.23619909,-0.0146671957094772,0,0,-5452802.23619909,-0.0146671957094772,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0127382101139341,NA,NA,0.172960643156838,NA,NA,0.172960643156838,0.364952605583877,0,29700410.3221215,0.4908602517,60500580.1432401,1e-04,"1_1_2",1,1,2,2,11,NA,NA,NA,NA,NA,NA,NA
"21","festival",5043.68193467313,1210169.23649,0.00325516830875568,7757.49510570514,0.0032081321002103,1210169.23649,0.00325516830875568,7757.49510570514,0.0032081321002103,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0127382101139341,NA,NA,0.172960643156838,NA,NA,0.172960643156838,0.364952605583877,0,29700410.3221215,0.4908602517,60500580.1432401,1e-04,"1_1_2",1,1,2,2,11,NA,NA,NA,NA,NA,NA,NA
"22","trade_spend",0.00259218452082058,1571562.79230462,0.00422726114866982,10074.1204634912,0.00416617848930938,1571562.79230462,0.00422726114866982,10074.1204634912,0.00416617848930938,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0127382101139341,NA,NA,0.172960643156838,NA,NA,0.172960643156838,0.364952605583877,0,29700410.3221215,0.4908602517,60500580.1432401,1e-04,"1_1_2",1,1,2,2,11,NA,NA,NA,NA,NA,NA,NA
"23","tv",27212.4094579821,2111602.0495673,0.00567988332969974,13535.9105741494,0.00559781071425598,2111602.0495673,0.00567988332969974,13535.9105741494,0.00559781071425598,TRUE,0.427663895273359,0.427663895273359,75138280.16671,11721571706.0068,NA,NA,0.312297277606574,0.312297277606574,1,0.0127382101139341,NA,NA,0.172960643156838,NA,NA,0.172960643156838,0.364952605583877,0,29700410.3221215,0.4908602517,60500580.1432401,1e-04,"1_1_2",1,1,2,2,11,NA,NA,NA,NA,0.000180146664844033,NA,5551.03254820609
"24","youtube",8410.28675722303,593599.144190398,0.00159669000335644,3805.12271916922,0.00157361831032656,593599.144190398,0.00159669000335644,3805.12271916922,0.00157361831032656,TRUE,0.218918331776074,0.218918331776074,38462790.8233994,6000195368.4503,NA,NA,0.0877908774327249,0.0877908774327249,1,0.0127382101139341,NA,NA,0.172960643156838,NA,NA,0.172960643156838,0.364952605583877,0,29700410.3221215,0.4908602517,60500580.1432401,1e-04,"1_1_2",1,1,2,2,11,NA,NA,NA,NA,9.89299693992646e-05,NA,10108.1604095536
"25","facebook",24785.2986793956,1454250.69520357,0.00391170972891582,9322.1198410485,0.00385518669319954,1454250.69520357,0.00391170972891582,9322.1198410485,0.00385518669319954,TRUE,0.131526640964638,0.131526640964638,23108533.8449492,3604931279.81207,NA,NA,0.215077709913478,0.215077709913478,1,0.0127382101139341,NA,NA,0.172960643156838,NA,NA,0.172960643156838,0.364952605583877,0,29700410.3221215,0.4908602517,60500580.1432401,1e-04,"1_1_2",1,1,2,2,11,NA,NA,NA,NA,0.0004034059410085,NA,2478.89259513639
"26","instagram",21602.0663156836,1489257.96845753,0.0040058738863214,9546.52543883029,0.00394799020669209,1489257.96845753,0.0040058738863214,9546.52543883029,0.00394799020669209,TRUE,0.0569363304516785,0.0569363304516785,10003411.5491748,1560532201.67127,NA,NA,0.220255141966019,0.220255141966019,1,0.0127382101139341,NA,NA,0.172960643156838,NA,NA,0.172960643156838,0.364952605583877,0,29700410.3221215,0.4908602517,60500580.1432401,1e-04,"1_1_2",1,1,2,2,11,NA,NA,NA,NA,0.000954326970544145,NA,1047.85888994609
"27","print_media",27464.8697406804,1112802.97340215,0.00299326810142204,7133.35239360355,0.0029500162725467,1112802.97340215,0.00299326810142204,7133.35239360355,0.0029500162725467,TRUE,0.0349662368377819,0.0349662368377819,6143382.52288855,958367673.570613,NA,NA,0.164578993081204,0.164578993081204,1,0.0127382101139341,NA,NA,0.172960643156838,NA,NA,0.172960643156838,0.364952605583877,0,29700410.3221215,0.4908602517,60500580.1432401,1e-04,"1_1_2",1,1,2,2,11,NA,NA,NA,NA,0.00116114410376151,NA,861.219547824007
"28","radio",0,0,0,0,0,0,0,0,0,TRUE,0.12998856469647,0.12998856469647,22838301.9950487,3562775111.22759,NA,NA,0,0,1,0.0127382101139341,NA,NA,0.172960643156838,NA,NA,0.172960643156838,0.364952605583877,0,29700410.3221215,0.4908602517,60500580.1432401,1e-04,"1_1_2",1,1,2,2,11,NA,NA,NA,NA,0,NA,Inf
"29","(Intercept)",1962784.45959566,306194375.696922,0.823615572131665,1962784.45959566,0.809987290596631,306194375.696922,0.823615572131665,1962784.45959566,0.809987290596631,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0284510885045098,NA,NA,0.171578735134939,NA,NA,0.171578735134939,0.350150738172378,0,25436195.1421132,0.4203709831,60500580.1432401,1e-04,"1_1_3",1,1,3,3,8,NA,NA,NA,NA,NA,NA,NA
"30","trend",0.0259966634885746,9662582.1859515,0.0259908534806953,61939.629397125,0.0255607855211326,9662582.1859515,0.0259908534806953,61939.629397125,0.0255607855211326,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0284510885045098,NA,NA,0.171578735134939,NA,NA,0.171578735134939,0.350150738172378,0,25436195.1421132,0.4203709831,60500580.1432401,1e-04,"1_1_3",1,1,3,3,8,NA,NA,NA,NA,NA,NA,NA
"31","season",0.0235634977507152,4910.48607175205,1.320844899984e-05,31.4774748189234,1.29898901628026e-05,4910.48607175205,1.320844899984e-05,31.4774748189234,1.29898901628026e-05,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0284510885045098,NA,NA,0.171578735134939,NA,NA,0.171578735134939,0.350150738172378,0,25436195.1421132,0.4203709831,60500580.1432401,1e-04,"1_1_3",1,1,3,3,8,NA,NA,NA,NA,NA,NA,NA
"32","holiday",0.00984142567048691,-1013.30657069173,-2.72563814755085e-06,-22.0284037106898,-9.09051778485454e-06,-1013.30657069173,-2.72563814755085e-06,-22.0284037106898,-9.09051778485454e-06,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0284510885045098,NA,NA,0.171578735134939,NA,NA,0.171578735134939,0.350150738172378,0,25436195.1421132,0.4203709831,60500580.1432401,1e-04,"1_1_3",1,1,3,3,8,NA,NA,NA,NA,NA,NA,NA
"33","cpi",2591.50790237111,52889186.0260297,0.142263740505552,339033.243756601,0.139909717131736,52889186.0260297,0.142263740505552,339033.243756601,0.139909717131736,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0284510885045098,NA,NA,0.171578735134939,NA,NA,0.171578735134939,0.350150738172378,0,25436195.1421132,0.4203709831,60500580.1432401,1e-04,"1_1_3",1,1,3,3,8,NA,NA,NA,NA,NA,NA,NA
"34","gdp_growth",-8101.44596887264,-6257541.77608594,-0.0168318207619534,0,0,-6257541.77608594,-0.0168318207619534,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0284510885045098,NA,NA,0.171578735134939,NA,NA,0.171578735134939,0.350150738172378,0,25436195.1421132,0.4203709831,60500580.1432401,1e-04,"1_1_3",1,1,3,3,8,NA,NA,NA,NA,NA,NA,NA
"35","festival",5785.53697656741,1388168.19861005,0.00373395802098233,8898.51409365418,0.00367217260449459,1388168.19861005,0.00373395802098233,8898.51409365418,0.00367217260449459,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0284510885045098,NA,NA,0.171578735134939,NA,NA,0.171578735134939,0.350150738172378,0,25436195.1421132,0.4203709831,60500580.1432401,1e-04,"1_1_3",1,1,3,3,8,NA,NA,NA,NA,NA,NA,NA
"36","trade_spend",0.00300282080945976,1820519.10973187,0.00489691518574001,11669.994293153,0.00481588643754414,1820519.10973187,0.00489691518574001,11669.994293153,0.00481588643754414,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0284510885045098,NA,NA,0.171578735134939,NA,NA,0.171578735134939,0.350150738172378,0,25436195.1421132,0.4203709831,60500580.1432401,1e-04,"1_1_3",1,1,3,3,8,NA,NA,NA,NA,NA,NA,NA
"37","tv",35147.0415768721,2384009.99096586,0.0064126186126308,15282.1153267042,0.00630650967687628,2384009.99096586,0.0064126186126308,15282.1153267042,0.00630650967687628,TRUE,0.427663895273359,0.427663895273359,75138280.16671,11721571706.0068,NA,NA,0.392922872270959,0.392922872270959,1,0.0284510885045098,NA,NA,0.171578735134939,NA,NA,0.171578735134939,0.350150738172378,0,25436195.1421132,0.4203709831,60500580.1432401,1e-04,"1_1_3",1,1,3,3,8,15282.1153267042,248911228.315543,173772948.148833,0.000203386546681634,0.000203386546681634,4916.74604990136,4916.74604990136
"38","youtube",5645.63775448454,326500.696105738,0.000878236437271102,2092.95318016499,0.00086370434994002,326500.696105738,0.000878236437271102,2092.95318016499,0.00086370434994002,TRUE,0.218918331776074,0.218918331776074,38462790.8233994,6000195368.4503,NA,NA,0.0538125225139509,0.0538125225139509,1,0.0284510885045098,NA,NA,0.171578735134939,NA,NA,0.171578735134939,0.350150738172378,0,25436195.1421132,0.4203709831,60500580.1432401,1e-04,"1_1_3",1,1,3,3,8,2092.95318016499,59956807.7671626,21494016.9437632,5.4415010854899e-05,5.4415010854899e-05,18377.2820089398,18377.2820089398
"39","facebook",18582.7347394054,1145740.46515904,0.00308186486632403,7344.49016127592,0.00303086956770129,1145740.46515904,0.00308186486632403,7344.49016127592,0.00303086956770129,TRUE,0.131526640964638,0.131526640964638,23108533.8449492,3604931279.81207,NA,NA,0.188836303603311,0.188836303603311,1,0.0284510885045098,NA,NA,0.171578735134939,NA,NA,0.171578735134939,0.350150738172378,0,25436195.1421132,0.4203709831,60500580.1432401,1e-04,"1_1_3",1,1,3,3,8,7344.49016127592,41558251.0636663,18449717.2187171,0.000317825882444775,0.000317825882444775,3146.37685360241,3146.37685360241
"40","instagram",15778.7581398826,891071.967423555,0.00239684594659724,5711.99979117663,0.00235718558506256,891071.967423555,0.00239684594659724,5711.99979117663,0.00235718558506256,TRUE,0.0569363304516785,0.0569363304516785,10003411.5491748,1560532201.67127,NA,NA,0.146862873128459,0.146862873128459,1,0.0284510885045098,NA,NA,0.171578735134939,NA,NA,0.171578735134939,0.350150738172378,0,25436195.1421132,0.4203709831,60500580.1432401,1e-04,"1_1_3",1,1,3,3,8,5711.99979117663,13084033.249716,3080621.70054122,0.000571005177893318,0.000571005177893319,1751.29760414682,1751.29760414682
"41","print_media",27506.2836909342,1320050.80843276,0.0035507327636428,8461.86415662026,0.00349197915650379,1320050.80843276,0.0035507327636428,8461.86415662026,0.00349197915650379,TRUE,0.0349662368377819,0.0349662368377819,6143382.52288855,958367673.570613,NA,NA,0.21756542848332,0.21756542848332,1,0.0284510885045098,NA,NA,0.171578735134939,NA,NA,0.171578735134939,0.350150738172378,0,25436195.1421132,0.4203709831,60500580.1432401,1e-04,"1_1_3",1,1,3,3,8,8461.86415662026,11627159.8434877,5483777.32059915,0.00137739496524817,0.00137739496524817,726.008171388828,726.008171388828
"42","radio",0,0,0,0,0,0,0,0,0,TRUE,0.12998856469647,0.12998856469647,22838301.9950487,3562775111.22759,NA,NA,0,0,1,0.0284510885045098,NA,NA,0.171578735134939,NA,NA,0.171578735134939,0.350150738172378,0,25436195.1421132,0.4203709831,60500580.1432401,1e-04,"1_1_3",1,1,3,3,8,0,50372174.227733,27533872.2326843,0,0,Inf,Inf
"43","(Intercept)",2163344.15297458,337481687.864035,0.90777360884389,2163344.15297458,0.900088499260022,337481687.864035,0.90777360884389,2163344.15297458,0.900088499260022,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.0312024415794476,NA,NA,0.176767774198327,NA,NA,0.176767774198327,0.578169895025606,0,53503049.2369111,0.884327874,60500580.1432401,1e-04,"1_1_4",1,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA
"44","trend",0.0127418839328852,4735973.16668996,0.0127390362426006,30358.8023505767,0.0126311889901982,4735973.16668996,0.0127390362426006,30358.8023505767,0.0126311889901982,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.0312024415794476,NA,NA,0.176767774198327,NA,NA,0.176767774198327,0.578169895025606,0,53503049.2369111,0.884327874,60500580.1432401,1e-04,"1_1_4",1,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA
"45","season",0.011775805635274,2454.00450168384,6.60089303426201e-06,15.7307980877169,6.54501061399171e-06,2454.00450168384,6.60089303426201e-06,15.7307980877169,6.54501061399171e-06,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.0312024415794476,NA,NA,0.176767774198327,NA,NA,0.176767774198327,0.578169895025606,0,53503049.2369111,0.884327874,60500580.1432401,1e-04,"1_1_4",1,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA
"46","holiday",0.00482404155251697,-496.699682152205,-1.33604541873862e-06,-10.7978191772219,-4.49257823594233e-06,-496.699682152205,-1.33604541873862e-06,-10.7978191772219,-4.49257823594233e-06,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.0312024415794476,NA,NA,0.176767774198327,NA,NA,0.176767774198327,0.578169895025606,0,53503049.2369111,0.884327874,60500580.1432401,1e-04,"1_1_4",1,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA
"47","cpi",1272.18287740845,25963539.1429148,0.0698379096516161,166432.943223813,0.0692466697394264,25963539.1429148,0.0698379096516161,166432.943223813,0.0692466697394264,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.0312024415794476,NA,NA,0.176767774198327,NA,NA,0.176767774198327,0.578169895025606,0,53503049.2369111,0.884327874,60500580.1432401,1e-04,"1_1_4",1,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA
"48","gdp_growth",-4111.10692094645,-3175411.32812841,-0.00854136596015908,0,0,-3175411.32812841,-0.00854136596015908,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.0312024415794476,NA,NA,0.176767774198327,NA,NA,0.176767774198327,0.578169895025606,0,53503049.2369111,0.884327874,60500580.1432401,1e-04,"1_1_4",1,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA
