"","solID","mape","decomp.rssd","nrmse","nrmse_train","facebook_thetas","instagram_thetas","print_media_thetas","radio_thetas","tv_thetas","youtube_thetas","facebook_alphas","instagram_alphas","print_media_alphas","radio_alphas","tv_alphas","youtube_alphas","facebook_gammas","instagram_gammas","print_media_gammas","radio_gammas","tv_gammas","youtube_gammas","cluster","n","top_sol"
"1","1_1_2",0,0.364952605583877,0.172960643156838,0.172960643156838,0.176896929703014,0.586181264719093,0.462501367160249,0.288300288434598,0.427558349056964,0.699373507151403,0.276889592904757,0.30932547315329,0.522045542530311,0.478213696776542,0.591870067653149,0.294718793875619,0.651136207244919,0.339453642490732,0.503654798045598,0.375407278775675,0.113518738419246,0.30165789551132,2,28,FALSE
"2","1_1_3",0,0.350150738172378,0.171578735134939,0.171578735134939,0.871978931825452,0.436778046718212,0.54217447735144,0.899899016989537,0.582897889334883,0.457173795136383,0.644568410895234,0.663264267525254,0.661665381860132,0.404153289135831,0.494286442310721,0.659081538154196,0.494247530385296,0.504745281216861,0.311438493295999,0.364807011355762,0.248913246297947,0.406769545378503,3,22,FALSE
"3","1_2_2",0,0.383124415951208,0.166090479928313,0.166090479928313,0.430520992838977,0.659644817221585,0.519373598678859,0.534866042221685,0.531057562065522,0.438840740896053,0.549527360229677,0.401613865523204,0.466261702880442,0.368196096853046,0.286376979191502,0.397232517635198,0.780601391048924,0.256567827654294,0.443212269849585,0.218387816925645,0.727461481247962,0.495782080009382,5,30,FALSE
"4","1_5_2",0,0.483322338488148,0.157954132682487,0.157954132682487,0.503686137597668,0.633314444454853,0.583634052327426,0.618684365315381,0.433257692293515,0.801034217680946,0.360966250383139,0.455376775846315,0.138941215050827,0.454289811497726,0.427958192586417,1,0.307454276279615,0.602736803283683,0.653443232704842,0.18103240669496,0.552563993561954,0.384040885881602,4,14,FALSE
"5","1_6_1",0,0.345300752790213,0.172822696094509,0.172822696094509,0.582561369841329,0.487508714832311,0.396258419271114,0.509108725288365,0.394135185094187,0.518382503148515,0.289676145186252,0.435610104135962,0.621288271664524,0.310044324779819,0.378458174533049,0.277306004322675,0.666867823760294,0.409626405288742,0.662146801163511,0.950487616347509,0.388948441541654,0.505975681555345,3,22,FALSE
"6","1_6_2",0,0.359669414139072,0.168111590018699,0.168111590018699,0.760404385301401,0.244386118218902,0.607116446715405,0.355037857254254,0.6396280173169,0.23327408832985,0.588199846097231,0.298833176881297,0.528607271401961,0.473647422292417,0.288193234107971,0.939963635426751,0.447715660675289,0.206314814614155,0.306406188205876,0.265701021138482,0.0282984057986998,0.486628785437756,1,15,FALSE
"7","1_7_3",0,0.537889616164291,0.131517658991416,0.131517658991416,0.750898501491184,0.972368145026315,0.274128995126913,0.196161824023633,0.517437178359376,0.424708447362662,0.567594164417302,0.454208992869396,0.269994216567856,0.141543915363789,0.646673106408757,0.761693097015793,0.0994988296630182,0.491729726274214,0.382425535688176,0.620888764997741,0.521486614569442,0.720610837400989,4,14,FALSE
"8","1_8_4",0,0.347116715225206,0.171899655629604,0.171899655629604,0.176896929703014,0.466658690342043,0.526239855379189,0.777579271299897,0.551829981215436,0.505613737539387,0.571032647254176,0.592476508698519,0.633741414070772,0.41896537058224,0.51380316744095,0.58620898929848,0.525625265696121,0.471686953529455,0.349881754200002,0.366927064839745,0.22183434476645,0.38574721544658,2,28,FALSE
"9","1_9_1",0,0.326235890820703,0.171560918488923,0.171560918488923,0.871978931825452,0.436778046718212,0.509006817392648,0.961470909042533,0.582897889334883,0.457173795136383,0.644568410895234,0.663264267525254,0.661665381860132,0.364044071225882,0.547349042090165,0.659081538154196,0.494247530385296,0.504745281216861,0.311438493295999,0.511826695152322,0.005992648519924,0.406769545378503,3,22,FALSE
"10","1_9_4",0,0.334764930358389,0.166128290312262,0.166128290312262,0.0145933225777719,0.255077253379545,0.721062286814692,1,0.531057562065522,0.438840740896053,0.552278146520658,0.51222787804353,0.757259460780636,0.590133261048241,0.286376979191502,0.397232517635198,0.883296240613608,0.240533609429577,0.417177244590171,0.015218456867166,0.727461481247962,0.495782080009382,5,30,FALSE
"11","1_10_1",0,0.370547727781648,0.158857311179952,0.158857311179952,0.106081569666727,0.901033704653272,0.52104692906121,0.687193633760807,0.508506976282329,0.38621609206446,0.427546994686963,0.220252954424093,0.231645660624736,0.451255214469141,0.0834859166152161,0.17698089091709,0.914661852450721,0.114234126099438,0.546618607731355,0.0635262851994422,0.817864083856579,0.610014800168335,5,30,FALSE
"12","1_10_2",0,0.300609554943483,0.175220416898918,0.175220416898918,0.252829011097162,0.666231849379034,0.59759508758888,0.511380456504749,0.399046801957628,0.508295531841327,0.404307337082203,0.353463207936073,0.350822781306463,0.365629410963926,0.101357851218355,0,0.849363800734724,0.206649955355509,0.501228473983941,0.275914454225465,0.776719315096555,0.415574967777473,5,30,FALSE
"13","1_10_3",0,0.433407127030769,0.164792396547311,0.164792396547311,0.199133273899009,0.661298675347052,0.51786004678872,0.882175113274889,0.477826702306993,0.27160346004937,0.680646735931061,0.265365878014087,0.804989442751315,0.178715451053957,0.588641848307443,0.168548169237286,0.220374349144077,0.62574717923331,0.272916396191779,0.601855097901402,0.461320432837259,0.67000234445489,2,28,FALSE
"14","1_11_1",0,0.305714545452829,0.170145983196074,0.170145983196074,0.944922548557769,0.248222201354623,0.673856690642948,0.852882493220508,0.339550665350436,0.591051759372006,0.843518577439735,0.726910548612676,0.374138631599463,0.326694459650893,0.63721908203979,0.854591450790137,0.630722029966267,0.768837520306546,0.779777087484819,0.616844073332723,0.0317508419271479,0.0655856688800845,3,22,FALSE
"15","1_11_3",0,0.502002637563183,0.154113099944233,0.154113099944233,0.987139672453925,0.706975016909996,0.297209674802359,0.230443240973514,0.454197766537224,0.837281432083928,0.436961783221826,0.627349960357026,0.221778116042107,0.178062898152391,0.874302559718017,0.317469198680374,0.318728151328227,0.829438064789542,0.443936830382638,0.658705267181778,0.290356495413426,0.644103893339091,4,14,FALSE
"16","1_12_1",0,0.358194655142085,0.173599885538765,0.173599885538765,1,0.624886435792843,0.40451087601992,0.43784740962084,0.453158260294134,0.672556825365222,0.396234517381175,0.632263011492105,0.534095295508429,0.123570400122531,0.786027737456653,0.2256188510995,0.463771846406871,0.637680752552596,0.463107406584571,0.977256344946896,0.0865887387163321,0.921530048322975,3,22,FALSE
"17","1_13_1",0,0.431751731861573,0.146404222156099,0.146404222156099,0.695915082101034,0.356844303914375,0.434950175545672,0.639049768013833,0.566353501196395,0.675977503932538,0.602310441919387,0.692083946322786,0.622521065856609,0.390217708324026,0.951153967674651,0.622678771883598,0.443285594683927,0.743167029236112,0.357564845823833,0.841397654658464,0.283421485173796,0.666845461913888,3,22,FALSE
"18","1_13_2",0,0.330761737545994,0.17159749326818,0.17159749326818,0.426763165272804,0.43752604830303,0.575365015253396,0.688294764292176,0.537343396749968,0.793785979677391,0.282006093421681,0.694110196378702,0.408795970343534,0.57375460646042,0.175615058726156,0.389338205423892,0.542430880617165,0.460227721633343,0.314613222427369,0.189636520147873,0.624296909135117,0.52693793064507,5,30,FALSE
"19","1_13_3",0,0.36052913543761,0.15668246755917,0.15668246755917,0.582561369841329,0.487508714832311,0.386146639491382,0.34652414436132,0.407392722248382,0.702404155749368,0.246923307898288,0.435610104135962,0.621288271664524,0.314338276829565,0.25574533893118,0.679259899465227,0.404429475184341,0.409626405288742,0.758737036932482,0.373569711327513,0.592162965311152,0.499814021081243,4,14,FALSE
"20","1_13_4",0,0.356907248697515,0.168135993622216,0.168135993622216,0.71902597915713,0.459769487267846,0.642044098205066,0.355037857254254,0.6396280173169,0.23327408832985,0.896960736170578,0.502782300347782,0.443605240031631,0.326869866050482,0.288193234107971,0.939963635426751,0.418737298816638,0.386166308384715,0.635893871942335,0.516362261101366,0.0282984057986998,0.486628785437756,1,15,FALSE
"21","1_15_1",0,0.499116604030222,0.131518750514408,0.131518750514408,0.750898501491184,0.972368145026315,0.274128995126913,0.196161824023633,0.517437178359376,0.424708447362662,0.567594164417302,0.454208992869396,0.269994216567856,0.141543915363789,0.646673106408757,0.761693097015793,0.0994988296630182,0.491729726274214,0.382425535688176,0.620888764997741,0.27449343034895,0.720610837400989,4,14,FALSE
"22","1_15_4",0,0.354012612791947,0.168268652658677,0.168268652658677,0.440930951556066,0.0449248578210673,0.531743490320528,0.451594468171006,0.381223685310879,0.934316913891262,0,0.40497057190432,0.863088978136629,0.528757311498724,0.0216010366817176,0.530781870157948,0.678658786877256,0.302890247980755,0.975034593797161,0.157984115291905,0.6031528755798,0.545431125057595,5,30,FALSE
"23","1_16_3",0,0.31221227565784,0.171570379566449,0.171570379566449,0.871978931825452,0.436778046718212,0.509006817392648,0.961470909042533,0.582897889334883,0.457173795136383,0.644568410895234,0.663264267525254,0.661665381860132,0.364044071225882,0.547349042090165,0.659081538154196,0.494247530385296,0.504745281216861,0.554346425654141,0.511826695152322,0.005992648519924,0.406769545378503,3,22,FALSE
"24","1_17_2",0,0.398691689975147,0.166190080939215,0.166190080939215,0.758856703345108,0.249593211735952,0.68329780996528,0.882305994597754,0.531057562065522,0.438840740896053,0.785270491234438,0.683974014498847,0.450762797410163,0.379382219950795,0.567050661511294,0.397232517635198,0.681236872095735,0.663176738188971,0.707257118951806,0.496518950053195,0.727461481247962,0.495782080009382,3,22,FALSE
"25","1_17_3",0,0.307361556002903,0.158925568835224,0.158925568835224,0.321603554550753,0.652326133719666,0.403797279208016,0.724207520151182,0.508506976282329,0.38621609206446,0.12139935610652,0.49509680569128,0.639569726374837,0.415539779122095,0.0834859166152161,0.17698089091709,0.776029304385867,0.332524364074159,0.321165456365513,0.607843753933606,0.817864083856579,0.610014800168335,5,30,FALSE
"26","1_17_4",0,0.248853135141008,0.175239928544788,0.175239928544788,0.550159015939747,0.518468080569706,0.610232122969375,0.860111064843962,0.35741473396646,0.611097278709359,0.309717933001847,0.549600138273246,0.464699203028861,0.347596019523412,0.250487377813339,0.0125744626854537,0.912918842309273,0.371543922926268,0.649857222967777,0.470678522700857,0.315713338943712,0.0836980964626566,5,30,FALSE
"27","1_18_3",0,0.334713042244656,0.170156343448585,0.170156343448585,0.944922548557769,0.248222201354623,0.673856690642948,0.852882493220508,0.347877078991245,0.591051759372006,0.843518577439735,0.726910548612676,0.374138631599463,0.326694459650893,0.607393176700212,0.852076558203404,0.630722029966267,0.768837520306546,0.779777087484819,0.616844073332723,0.123952037135595,0.131961043155502,3,22,FALSE
"28","1_19_1",0,0.441609767750251,0.154127579749835,0.154127579749835,0.987139672453925,0.706975016909996,0.297209674802359,0.230443240973514,0.454197766537224,0.837281432083928,0.436961783221826,0.627349960357026,0.429753914122696,0.178062898152391,0.874302559718017,0.317469198680374,0.318728151328227,0.829438064789542,0.579553632815218,0.658705267181778,0.290356495413426,0.644103893339091,4,14,FALSE
"29","1_19_3",0,0.328641279990683,0.173609266931299,0.173609266931299,1,0.624886435792843,0.40451087601992,0.43784740962084,0.453158260294134,0.672556825365222,0.396234517381175,0.632263011492105,0.821208304124491,0.123570400122531,0.786027737456653,0.2256188510995,0.463771846406871,0.637680752552596,0.584680208311855,0.977256344946896,0.0865887387163321,0.921530048322975,3,22,FALSE
"30","1_20_2",0,0.389214999872053,0.158059684547722,0.158059684547722,0.913814118367917,0.225494382364958,0.513059197942786,0.618684365315381,0.433257692293515,0.801034217680946,1,0.747363454431602,0.430581354130851,0.454289811497726,0.427958192586417,1,0.177650872895217,0.999937068464606,0.490950665154652,0.18103240669496,0.552563993561954,0.384040885881602,4,14,FALSE
"31","1_20_3",0,0.300125180588116,0.174130306805995,0.174130306805995,0.938225452243228,0.356844303914375,0.434950175545672,0.817518725414551,0.437153293766754,0.876442802642155,0.734047422598096,0.774913998431964,0.622521065856609,0.33225602231611,0.913264156718019,0.493668521885022,0.565508233296829,0.743167029236112,0.357564845823833,0.770618283299425,0.0468235352249782,0.179416724665625,3,22,FALSE
"32","1_20_4",0,0.31099123393218,0.171641801661397,0.171641801661397,0.67367571055553,0,0.715167638118271,0.688294764292176,0.537343396749968,0.793785979677391,0.282006093421681,1,0.399722779506073,0.344958527962372,0.175615058726156,0.389338205423892,0.542430880617165,1,0.909583205342906,0.804146258004198,0.624296909135117,0.52693793064507,3,22,FALSE
"33","1_21_2",0,0.365654815124901,0.168193344538328,0.168193344538328,0.760404385301401,0.244386118218902,0.607116446715405,0.932662538205234,0.333413715557269,0.23327408832985,0.588199846097231,0.298833176881297,0.528607271401961,0.473647422292417,0.182278934466744,0.939963635426751,0.447715660675289,0.206314814614155,0.306406188205876,0.267636841163849,0.288939804870591,0.486628785437756,1,15,FALSE
"34","1_21_4",0,0.369563252286946,0.169226040022741,0.169226040022741,0.382351860190481,0.325860030126093,0.583700943319579,0.690801904848241,0.494051957407616,0.486138899161277,0.234392886103313,0.47246258058307,0.351911857103546,0.463387826344201,0.328395897096475,0.231392604436686,0.750927380985597,0.11598479353744,0.62836316036135,0.577257130423267,0.413910932562802,0.472642032480057,5,30,FALSE
