"","facebook_alphas","facebook_gammas","facebook_thetas","instagram_alphas","instagram_gammas","instagram_thetas","print_media_alphas","print_media_gammas","print_media_thetas","radio_alphas","radio_gammas","radio_thetas","tv_alphas","tv_gammas","tv_thetas","youtube_alphas","youtube_gammas","youtube_thetas","train_size","tv_inflexion","youtube_inflexion","facebook_inflexion","instagram_inflexion","print_media_inflexion","radio_inflexion","tv_inflation","youtube_inflation","facebook_inflation","instagram_inflation","print_media_inflation","radio_inflation","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","pos","Elapsed","ElapsedAccum","solID","trial","iterNG","iterPar","iterations","coef0","mape.qt10","robynPareto","error_score"
"1",1.98202923325,0.58424338159,0.25584852306,1.7514167265,0.65851228112,0.249639368515,1.93508749575,0.80499137605,0.49654919186,1.3471347205,0.66020016403,0.534645676385,1.835435262,0.69152145669,0.631291861295,1.71477961025,0.61076449453,0.42591910012,1,291436212.652426,81820035.4382658,32743133.9179196,15119786.4325983,22856286.8877605,68010432.5793393,2.69183488003111,1.73622536498974,1.3423141862358,1.33091453593998,1.97701985025686,2.12044312574259,0.034845872352401,NA,NA,0.17101313295651,NA,NA,0.17101313295651,0.414358308769331,0,23913706.3578831,0.3952036038,60500580.1432401,1e-04,0,0.106822967529297,0.106822967529297,"1_1_1",1,1,1,1,TRUE,TRUE,14,0.323609698768586
"2",1.190627225,0.75854272611,0.21182193304,1.5307068285,0.64213649372,0.28060773346,1.991632914,0.69317867267,0.448529568635,1.67778909775,0.57117444942,0.35248179137,1.97465859525,0.42363507219,0.650149145195,1.46665594275,0.50716906266,0.444428213505,1,187713349.369447,69925926.9225104,40464826.2184936,15319192.5568157,18048414.7146729,43350214.2769346,2.83510782656123,1.79354917675906,1.26765116276029,1.38788345899587,1.8063709831944,1.53422167851807,0.0127382101139341,NA,NA,0.172960643156838,NA,NA,0.172960643156838,0.364952605583877,0,29700410.3221215,0.4908602517,60500580.1432401,1e-04,0,0.0732860565185547,0.200996875762939,"1_1_2",1,1,2,2,TRUE,TRUE,11,0.325584101773876
"3",2.04643311075,0.6506979133,0.44543734773,2.2733782615,0.72218184316,0.23639759532,2.2650269035,0.57596515758,0.47388494249,1.4965627355,0.56461928437,0.55302190338,1.737587321,0.50932178498,0.70122923359,2.20063280025,0.5780650544,0.36004365503,1,261979928.062246,70309536.8411372,47370527.5527369,16319713.743282,15684062.7599986,60320776.9653917,3.31270861887285,1.55882624436828,1.79839410593977,1.30795710897202,1.89263159182553,2.20560067200502,0.0284510885045098,NA,NA,0.171578735134939,NA,NA,0.171578735134939,0.350150738172378,0,25436195.1421132,0.4203709831,60500580.1432401,1e-04,0,0.0652379989624023,0.277652025222778,"1_1_3",1,1,3,3,TRUE,TRUE,7,0.321279293526972
"4",1.64411850575,0.85790248395,0.19040227583,1.008753374,0.47754891931,0.16005227536,0.97270465475,0.62600131431,0.473972074815,1.934297248,0.54587452834,0.408319940415,1.43232795725,0.73488715767,0.68855507132,1.48375795,0.67462124903,0.29819899922,1,363547785.635177,75502314.2409853,44730318.4664295,9891604.17512686,17049278.4681921,45062991.8062661,3.17979852852581,1.4223298437924,1.23424965848886,1.18964111853207,1.89294222591646,1.67615659826302,-0.0312024415794476,NA,NA,0.176767774198327,NA,NA,0.176767774198327,0.578169895025606,0,53503049.2369111,0.884327874,60500580.1432401,1e-04,0,0.0642979145050049,0.355906963348389,"1_1_4",1,1,4,4,TRUE,FALSE,NA,0.354237741385599
"5",1.9332080005,0.62918703839,0.2794628545,1.85724233575,0.43780873792,0.21577070869,1.354886442,0.74401805896,0.45193896179,1.66723505875,0.76924388126,0.39947916207,1.64383686375,0.7752061916,0.635175245765,2.23117687875,0.5405101391,0.359379219755,1,330028783.421832,65680618.3245158,36258891.5771249,9655988.83701868,19487027.1485152,62631174.4016378,2.72014350031551,1.55722098165591,1.38610140065174,1.27373176458797,1.8175096413985,1.65195502942057,0.0192237150581714,NA,NA,0.17239160188617,NA,NA,0.17239160188617,0.519682561376184,0,27773063.5891428,0.4590004004,60500580.1432401,1e-04,0,0.0841801166534424,0.464751958847046,"1_2_1",1,2,1,5,TRUE,TRUE,20,0.336608228381053
"6",1.82521642225,0.84753671084,0.29706437998,1.72435599525,0.60199759702,0.30234644731,1.88240082675,0.65632081506,0.46662873269,1.4085752215,0.4740742115,0.433329447805,1.23248863075,0.81217915938,0.684182649735,1.67316086675,0.63810247107,0.35365625401,1,396542274.200469,76923275.5845349,49902630.5653264,14766409.2251553,17640825.393261,40740578.7971911,3.13638654715306,1.54352979000274,1.42064315842798,1.43087451366781,1.86711548769407,1.74863948245265,0.0896105301770304,NA,NA,0.166090479928313,NA,NA,0.166090479928313,0.383124415951208,0,15914648.4465153,0.2629758156,60500580.1432401,1e-04,0,0.0637788772583008,0.540966033935547,"1_2_2",1,2,2,6,TRUE,TRUE,9,0.308882251285218
"7",1.29048120775,0.52094534525,0.345339642435,2.017692808,0.73809673551,0.39569984115,1.11585995475,0.65018414291,0.456094753465,2.38416643125,0.72109124484,0.48327689021,1.303993499,0.57794826255,0.71529259395,1.56466047725,0.78319278469,0.28753135279,1,310951652.701717,86461440.4974494,32645008.5924547,20601105.2433558,17153371.2730008,67496582.3669251,3.47382165269663,1.40116337244463,1.5248606931998,1.65035539265208,1.83127396974741,1.91401844024142,0.0266650710650341,NA,NA,0.171736371000722,NA,NA,0.171736371000722,0.451019646934428,0,26021254.2031291,0.4300422552,60500580.1432401,1e-04,0,0.0672628879547119,0.62045693397522,"1_2_3",1,2,3,7,TRUE,TRUE,17,0.328317035797171
"8",2.25668975825,0.9409729788,0.331174844655,1.76163510425,0.65929713323,0.25912524915,2.071935581,0.6916991001,0.45821732311,1.582293581,0.63328761403,0.413419943925,1.50755079425,0.47575491185,0.65283268203,1.18331001025,0.80470801535,0.31751123986,1,212359266.385881,92365931.994636,57866354.6772443,15313950.0056392,18316751.9479538,52702279.4606996,2.85674568166864,1.46231893428014,1.49273029503633,1.34786176892685,1.83838483012161,1.69044407410259,-0.0366548365269443,NA,NA,0.177234480358224,NA,NA,0.177234480358224,0.333497933273757,0,58918989.2859688,0.9738556386,60500580.1432401,1e-04,0,0.0681769847869873,0.702622890472412,"1_2_4",1,2,4,8,TRUE,FALSE,NA,0.335257033932173
"9",1.92068780475,0.91993370012,0.29744892568,1.43846620375,0.78077911574,0.302835843035,2.5456742455,0.55247438027,0.466147056075,0.9449146875,0.71120891938,0.54721032551,1.96681590575,0.64374727884,0.666678818985,1.2124962625,0.7556110293,0.29538928091,1,298675529.0035,84260593.1615719,54191144.694802,19163907.5095586,14836850.2288172,75102184.8467526,2.9738529350664,1.41669315788619,1.42141702303115,1.43187299969739,1.86544602144558,2.17793476533463,0.00657728174253192,NA,NA,0.173499477368026,NA,NA,0.173499477368026,0.429425083178939,0,31675470.7848252,0.523508831,60500580.1432401,1e-04,0,0.0747628211975098,0.800988912582397,"1_3_1",1,3,1,9,TRUE,TRUE,17,0.331078500073029
"10",2.06449364625,0.48354821478,0.25050140121,1.631661699,0.64732256181,0.31103334049,2.05234103675,0.60300945094,0.41128557741,1.924797691,0.63103331352,0.42404593493,1.6428381145,0.51911582385,0.760460190725,2.363650534,0.53128935123,0.25543807766,1,327103547.862183,56346412.9463751,26933107.4568036,16059127.0802399,14750698.879549,53415872.1408585,4.11684725894395,1.34111697562006,1.33278048973021,1.4488072542954,1.69302563690622,1.7210115098595,0.000323983526576144,NA,NA,0.174044684335662,NA,NA,0.174044684335662,0.381484102297837,0,34289127.5926041,0.5667136762,60500580.1432401,1e-04,0,0.0686359405517578,0.881237030029297,"1_3_2",1,3,2,10,TRUE,TRUE,14,0.329286979720878
